"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Developing Systems Based on the Pedestrian Navigation Concept Reference Model: A Case Study","T. Manabe; A. Kojima","Division of Mathematics Electronics and Informatics, Graduate School of Science and Engineering, Saitama Univeristy, 338-8570, Saitama, Japan; Division of Environmental Science and Infrastructure Engineering, Graduate School of Science and Engineering, Saitama Univeristy, 338-8570, Saitama, Japan","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2665","2670","This paper describes designing a new pedestrian navigation system using a comprehensive framework called the pedestrian navigation concept reference model (PNCRM). We implement this system as a publicly-available smartphone application and evaluate its positioning performance near Omiya station's western entrance. We also evaluate users' subjective impressions of the system using a questionnaire. In both cases, promising results are obtained, showing that the PNCRM can be used as a tool for designing pedestrian navigation systems, allowing such systems to be created systematically.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569596","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569596","","Spatial databases;Global Positioning System;Smart phones;Tools;Sensors;Reliability","mobile computing;navigation;pedestrians;smart phones","publicly-available smartphone application;pedestrian navigation system;pedestrian navigation concept reference model","","","13","","","","","IEEE","IEEE Conferences"
"Lagrangian Control through Deep-RL: Applications to Bottleneck Decongestion","E. Vinitsky; K. Parvate; A. Kreidieh; C. Wu; A. Bayen","UC Berkeley, Department of Mechanical Engineering; UC Berkeley, Electrical Engineering and Computer Science; UC Berkeley, Department of Civil and Environmental Engineering; UC Berkeley, Electrical Engineering and Computer Science; UC Berkeley, Electrical Engineering and Computer Science","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","759","765","Using deep reinforcement learning, we derive novel control policies for autonomous vehicles to improve the throughput of a bottleneck modeled after the San Francisco-Oakland Bay Bridge. Using Flow, a new library for applying deep reinforcement learning to traffic micro-simulators, we consider the problem of improving the throughput of a traffic benchmark: a two-stage bottleneck where four lanes reduce to two and then reduce to one. We first characterize the inflow-outflow curve of this bottleneck without any control. We introduce an inflow of autonomous vehicles with the intent of improving the congestion through Lagrangian control. To handle the varying number of autonomous vehicles in the system we derive a per-lane variable speed limits parametrization of the controller. We demonstrate that a 10% penetration rate of controlled autonomous vehicles can improve the throughput of the bottleneck by 200 vehicles per hour: a 25% improvement at high inflows. Finally, we compare the performance of our control policies to feedback ramp metering and show that the AV controller provides comparable performance to ramp metering without the need to build new ramp metering infrastructure. Illustrative videos of the results can be found at https://sites.google.com/view/itsc-lagrangian-avs/home and code and tutorials can be found at https://github.com/flow-project/flow.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569615","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569615","","Autonomous vehicles;Neural networks;Libraries;Benchmark testing;Task analysis","learning (artificial intelligence);mobile robots;road traffic;road traffic control;road vehicles;traffic engineering computing","Lagrangian control;deep-RL;bottleneck decongestion;deep reinforcement learning;San Francisco-Oakland Bay Bridge;traffic microsimulators;traffic benchmark;two-stage bottleneck;inflow-outflow curve;per-lane variable speed limits parametrization;controlled autonomous vehicles;high inflows;AV controller;control policies","","","33","","","","","IEEE","IEEE Conferences"
"Dissipating stop-and-go waves in closed and open networks via deep reinforcement learning","A. R. Kreidieh; C. Wu; A. M. Bayen","UC Berkeley, Department of Civil and Environmental Engineering; UC Berkeley, Electrical Engineering and Computer Sciences; UC Berkeley, Department of Civil and Environmental Engineering","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1475","1480","This article demonstrates the ability for model-free reinforcement learning (RL) techniques to generate traffic control strategies for connected and automated vehicles (CAVs) in various network geometries. This method is demonstrated to achieve near complete wave dissipation in a straight open road network with only 10% CAV penetration, while penetration rates as low as 2.5% are revealed to contribute greatly to reductions in the frequency and magnitude of formed waves. Moreover, a study of controllers generated in closed network scenarios exhibiting otherwise similar densities and perturbing behaviors confirms that closed network policies generalize to open network tasks, and presents the potential role of transfer learning in fine-tuning the parameters of these policies. Videos of the results are available at: https://sites.google.com/view/itsc-dissipating-waves.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569485","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569485","","Roads;Task analysis;Perturbation methods;Mathematical model;Vehicle dynamics","learning (artificial intelligence);road traffic control","closed networks;open networks;deep reinforcement learning;model-free reinforcement learning techniques;traffic control strategies;connected vehicles;automated vehicles;network geometries;complete wave dissipation;straight open road network;penetration rates;frequency;magnitude;formed waves;closed network scenarios;perturbing behaviors;closed network policies;network tasks;transfer learning;CAV penetration","","","30","","","","","IEEE","IEEE Conferences"
"Regulating the Searching Behaviour of Parked Vehicles Attempting to Locate Moving, Missing Entities","M. Souza; W. M. Griggs; J. Mareček; R. N. Shorten","School of Electrical and Computer Engineering, University of Campinas, Brazil; School of Electrical and Electronic Engineering, University College Dublin, Belfield Dublin 4, Ireland; IBM Research - Ireland, IBM Dublin Technology Campus, Building 3, Damastown Industrial Estate, Mulhuddart, Dublin 15, Ireland; School of Electrical and Electronic Engineering, University College Dublin, Belfield Dublin 4, Ireland","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3680","3685","In this work, feedback regulation is added to a system that otherwise consists of a large, high-density network of parked vehicles. When awoken by an administrative centre, this network proceeds to search for moving, missing entities of interest using RFID-based techniques. RIFD readers and antennae are placed within the vehicles, while RFID passive tags are carried on the entity of interest via some means, e.g., a wrist band. Specifically, we seek to regulate the number and geographical distribution of parked vehicles that are “Switched On”, and thus actively searching for the moving entity of interest. In doing so, we seek to conserve vehicular energy consumption while, at the same time, maintain good geographical coverage of the city such that the moving entity of interest is likely to be located within an acceptable time frame. Which vehicles are “Switched On” at any point in time is a matter determined periodically through the use of stochastic techniques. The regulated system is demonstrated through the use case of a missing Alzheimer's patient in inner-city Dublin, Ireland.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569781","","Automobiles;Passive RFID tags;Switches;Urban areas;Alzheimer's disease;Control theory","antennas;radiofrequency identification;road vehicles;stochastic processes","parked vehicles;RFID-based techniques;antennae;RFID passive tags;geographical distribution;regulated system;missing entities;feedback regulation;high-density network;Alzheimer patient;large high-density network;RFID readers;vehicular energy consumption;stochastic techniques","","","19","","","","","IEEE","IEEE Conferences"
"Traffic regulation via individually controlled automated vehicles: a cell transmission model approach","M. Čičić; K. H. Johansson","Department of Automatic Control, KTH Royal Institute of Technology, Stockholm, Sweden; Department of Automatic Control, KTH Royal Institute of Technology, Stockholm, Sweden","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","766","771","The advent of automated, infrastructure-controlled vehicles offers new opportunities for traffic control. Even when the number of controlled vehicles is small, they can significantly affect the surrounding traffic. One way of regulating traffic is by using the automated vehicles as controlled moving bottlenecks. We present an extension of the cell transmission model that includes the influence of moving bottlenecks, consistently with the corresponding PDE traffic model. Based on this model, a control strategy is derived for traffic jam resolution. The strategy is tested in simulations, and shown to reduce the average travel time of surrounding vehicles, while also helping dissipate the traffic jam faster and ensuring the controlled vehicle avoids it.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569960","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569960","","Radio frequency;Roads;Mathematical model;Intelligent vehicles;Standards;Fans","mobile robots;partial differential equations;road traffic control;road vehicles","PDE traffic model;average travel time;traffic jam resolution;traffic control;automated infrastructure-controlled vehicles;cell transmission model approach;traffic regulation","","","17","","","","","IEEE","IEEE Conferences"
"Evaluation of the Energy Efficiency in a Mixed Traffic with Automated Vehicles and Human Controlled Vehicles","X. Gong; Y. Guo; Y. Feng; J. Sun; D. Zhao","Department of Naval Architecture and Marine Engineering, University of Michigan, Ann Arbor, MI, 48109, USA; Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA, 15213, USA; Transportation Research Institute, University of Michigan, Ann Arbor, MI, 48109, USA; Department of Naval Architecture and Marine Engineering, University of Michigan, Ann Arbor, MI, 48109, USA; Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA, 15213, USA","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1981","1986","The energy efficiency of Connected and Automated Vehicles (CAVs) is significantly influenced by surrounding road users. This paper presents the evaluation of energy efficiency of CAVs in a mixed traffic interacted with human controlled vehicles. To simulate the interaction between the CAVs and the cut-in vehicles controlled by human drivers near the intersection, a lane changing model is proposed to emulate the politeness and patience characteristics of the human driver. The proposed lane changing model is then calibrated based on over 100,000 naturalistic lane changing events collected by the University of Michigan Safety Pilot Model Deployment Program. A case study on simulation of the cut-in scenario is carried out to demonstrate the human driver's lane changing sensitivity under different driving trajectories of a frontal CAV and the influence on the energy consumption of the CAV due to the cut-in vehicle is evaluated. The simulation results indicate that the fuel economy of the CAV can be substantially improved if its surrounding cut-in vehicles can be well handled.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569705","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569705","","Vehicles;Acceleration;Trajectory;Databases;Fuel economy;Safety;Data models","energy conservation;energy consumption;fuel economy;road traffic;road vehicles","energy efficiency;mixed traffic;human controlled vehicles;cut-in vehicle;lane changing model;Michigan Safety Pilot Model Deployment Program;frontal CAV;energy consumption;Connected and Automated Vehicles;adaptive cruise control","","","19","","","","","IEEE","IEEE Conferences"
"Modelling Human Driver Performance for Safety Assessment of Road Vehicle Automation","C. Roesener; M. Harth; H. Weber; J. Josten; L. Eckstein","Department of the Institute for Automotive Engineering (ika), RWTH Aachen University; RWTH Aachen University; Department of the Institute for Automotive Engineering (ika), RWTH Aachen University; Department of the Institute for Automotive Engineering (ika), RWTH Aachen University; Department of the Institute for Automotive Engineering (ika), RWTH Aachen University","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","735","741","Concerning the market introduction of automated driving, one of the major challenges for many years to come is to identify risks and benefits of these functions. Since automated driving functions are addressing a huge amount of relevant driving situations by means of their complex decision making algorithms, their effectiveness has to be determined in all possible driving situations in their operational design domain. Besides, the automated driving functions need to be assessed with respect to human driving performance according to the guidelines defined by the German Ethics Commission for Automated and Connected Driving [1]. Thus, based on a methodology for safety performance assessment of automated driving functions, this paper introduces specific driver models for modelling of human driver performance. How these models have to be structured and parameterized in order to present the variety of human driver performance under different situational variations is investigated in this paper. For validation of the derived models, a study in a highly dynamic driving simulator on the example of a near-crash cut-in driving situation was carried out.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569669","","Vehicles;Safety;Hidden Markov models;Accidents;Automation;Decision making;Automotive engineering","control engineering computing;decision making;driver information systems;mobile robots;road safety;road traffic;road vehicles","dynamic driving simulator;decision making algorithms;operational design domain;near-crash cut-in driving situation;safety performance assessment;automated driving functions;road vehicle automation;modelling human driver performance","","","28","","","","","IEEE","IEEE Conferences"
"Trajectory Planning for Autonomous Highway Driving Using the Adaptive Potential Field","D. Kim; H. Kim; K. Huh","Department of Automotive Engineering, Hanyang University, Seoul, 04763, Republic of Korea; Department of Automotive Engineering, Hanyang University, Seoul, 04763, Republic of Korea; Department of Automotive Engineering, Hanyang University, Seoul, 04763, Republic of Korea","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","1069","1074","In this paper, we propose a novel autonomous highway driving framework using optimal trajectory generation with an adaptive potential field model. While the existing potential field models for trajectory generation are hard to consider dynamic aspects of obstacles, the proposed potential field model overcomes such limitation by changing the risk size of the potential field. To express the risk function of moving object, the constant time gap policy is utilized. By combining the adaptive potential field and optimal trajectory generation scheme, the proposed driving framework successfully makes autonomous vehicles perform a variety of highway driving functionalities such as lane keeping, lane changing, distance keeping and collision avoidance in critical situations.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569673","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569673","","Trajectory;Roads;Planning;Adaptation models;Vehicle dynamics;Autonomous vehicles","collision avoidance;mobile robots;road traffic;road vehicles;roads;trajectory control;vehicle dynamics","autonomous highway driving;highway driving functionalities;autonomous vehicles;optimal trajectory generation scheme;adaptive potential field model;trajectory planning","","","20","","","","","IEEE","IEEE Conferences"
"Clustering Vehicle Maneuver Trajectories Using Mixtures of Hidden Markov Models","J. Martinsson; N. Mohammadiha; A. Schliep","Department of Computer Science and Engineering, Chalmers University of Technology, SE-412 96 Gothenburg, Sweden; Zenuity AB, New Technology, Adjunct Faculty of the Department of Computer Science and Engineering, Chalmers University of Technology, SE-417 56 Gothenburg, Sweden; Faculty of the Department of Computer Science and Engineering, Chalmers University of Technology, University of Gothenburg, SE-412 96 Gothenburg, Sweden","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","3698","3705","The safety of autonomous vehicles needs to be verified and validated by rigorous testing. It is expensive to test autonomous vehicles in the field, and therefore virtual testing methods are needed. Generative models of maneuvers such as cut-ins, overtakes, and lane-keeping are needed to thoroughly test the autonomous vehicle in a virtual environment. To train such models we need ground truth maneuver labels and obtaining such labels can be time-consuming and costly. In this work, we use a mixture of hidden Markov models to find clusters in maneuver trajectories, which can be used to speed up the labeling process. The maneuver trajectories are noisy, asynchronous and of uneven length, which make hidden Markov models a good fit for the data. The method is evaluated on labeled data from a test track consisting of cut-ins and overtakes with favorable results. Further, it is applied to natural data where many of the clusters found can be interpreted as driver maneuvers under reasonable assumptions. We show that mixtures of hidden Markov models can be used to find motion patterns in driver maneuver data from highways and country roads.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569418","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569418","","Hidden Markov models;Trajectory;Roads;Tracking;Clustering methods;Autonomous vehicles","driver information systems;hidden Markov models;mobile robots;pattern clustering;road safety;road traffic;road vehicles;roads","vehicle maneuver trajectories;hidden Markov models;autonomous vehicle;virtual testing methods;generative models;driver maneuver data;asynchronous;cut-ins;clusters;motion patterns;highways;country roads;safety;lane-keeping","","","20","","","","","IEEE","IEEE Conferences"
"Investigating Functional Redundancies in the Context of Vehicle Automation – A Trajectory Tracking Perspective","T. Stolte; T. Liao; M. Nee; M. Nolte; M. Maurer","Institute of Control Engineering, Technische Universität Braunschweig, Braunschweig, 38106, Germany; Institute of Control Engineering, Technische Universität Braunschweig, Braunschweig, 38106, Germany; Institute of Control Engineering, Technische Universität Braunschweig, Braunschweig, 38106, Germany; Institute of Control Engineering, Technische Universität Braunschweig, Braunschweig, 38106, Germany; Institute of Control Engineering, Technische Universität Braunschweig, Braunschweig, 38106, Germany","2018 21st International Conference on Intelligent Transportation Systems (ITSC)","","2018","","","2398","2405","Level 3+ automated driving implies highest safety demands for the entire vehicle automation functionality. For the part of trajectory tracking, functional redundancies among all available actuators provide an opportunity to reduce safety requirements for single actuators. Yet, the exploitation of functional redundancies must be well argued if employed in a safety concept as physical limits can be reached. In this paper, we want to examine from a trajectory tracking perspective whether such a concept can be used. For this, we present a model predictive fault-tolerant trajectory tracking approach for over-actuated vehicles featuring wheel individual all-wheel drive, brakes, and steering. Applying this approach exemplarily demonstrates for a selected reference trajectory that degradations such as missing or undesired wheel torques as well as reduced steering dynamics can be compensated. Degradations at the physical actuator limits lead to significant deviations from the reference trajectory while small constant steering angles are partially critical.","2153-0017;2153-0009","978-1-7281-0323-5978-1-7281-0321-1978-1-7281-0322-8978-1-7281-0324","10.1109/ITSC.2018.8569243","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569243","","Wheels;Actuators;Predictive models;Vehicle dynamics;Trajectory;Degradation;Trajectory tracking","actuators;fault tolerance;position control;predictive control;road vehicles;steering systems;torque;vehicle dynamics;wheels","functional redundancies;trajectory tracking perspective;entire vehicle automation functionality;safety requirements;safety concept;model predictive fault-tolerant trajectory;over-actuated vehicles;selected reference trajectory;physical actuator limits;vehicle automation;model predictive fault-tolerant trajectory tracking approach;undesired wheel torques","","","33","","","","","IEEE","IEEE Conferences"
