"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Model-driven functional testing of cyber-physical systems using deterministic replay techniques","V. Pinkevich; A. Platunov","Computer Science Department, ITMO University, Saint-Petersburg, Russia; Computer Science Department, ITMO University, Saint-Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","141","146","Specialized embedded computer systems are one of the core technologies of modern industrial cyber-physical systems. They implement application algorithms and perform data acquisition, processing and transfer. The article presents the original approach to functional testing of embedded computer systems to overcome a number of restrictions imposed by specifics of the process of their design and development.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387650","cyber-physical systems;embedded systems;record and deterministic replay;computer architecture;high-level modeling;functional testing;verification;debug","","cyber-physical systems;embedded systems;production engineering computing;program testing","application algorithms;embedded computer systems;deterministic replay techniques;model-driven functional testing;industrial cyber-physical systems","","","15","","","","","IEEE","IEEE Conferences"
"Induction motor faults diagnosis using support vector machine to the motor current signature","H. Guo; M. Liu","Department of Mechanical Engineering, National Taiwan University of Science and Technology, No.43, Sec. 4, Keelung Rd., Da'an Dist., Taipei 106, Taiwan; Department of Mechanical Engineering, National Taiwan University of Science and Technology, No.43, Sec. 4, Keelung Rd., Da'an Dist., Taipei 106, Taiwan","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","417","421","Bearing defects were difficult to be identified effectively by Motor Current Signature Analysis (MCSA) due to the obscure features on the Fourier spectrum. An automatic induction motor diagnosis system based on motor current signature was proposed in this research. Wavelet packet decomposition was applied to analyze the Fourier spectrum of the stator current. The generated wavelet coefficients were found to have specific time-frequency features which reflect multiple failure modes of the induction motor. Then support vector machine was used to build a motor fault prediction model. The experimental result showed that the motor fault identification accuracy could reach more than 90%, including the diagnosis of bearing defects.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390701","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390701","Motor current signature analysis;wavelet packet decomposition;support vector machine","Induction motors;Bars;Rotors;Support vector machines;Wavelet coefficients;Time-frequency analysis;Wavelet packets","condition monitoring;fault diagnosis;induction motors;machine bearings;stators;support vector machines;wavelet transforms","support vector machine;bearing defects;Motor Current Signature Analysis;Fourier spectrum;automatic induction motor diagnosis system;wavelet packet decomposition;stator current;specific time-frequency features;motor fault prediction model;motor fault identification accuracy;induction motor faults diagnosis","","","10","","","","","IEEE","IEEE Conferences"
"Modelling of the social engineering attacks based on social graph of employees communications analysis","A. Suleimanov; M. Abramov; A. Tulupyev","St. Petersburg State University, St. Petersburg, Russia; St. Petersburg State University, St. Petersburg, Russia; St. Petersburg State University, St. Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","801","805","The article is aimed at solving the problem of constructing and analyzing a compressed social graph, taking into account the estimates of the probability of a transition of the intruder's influence from user to user. The subject of the study are user accounts in the social network VKontakte as the basis for building user interaction and social graphs on them. Due to the peculiarities of the graphs under consideration, processing them is a very time-consuming task, requiring large computational resources. In order to optimize the algorithm of the analyzer being developed, the authors of this article conducted a study aimed at modifying the analysis module, with the purpose of diluting the social graph of staff interaction to optimize the process of its further processing. In this paper, we investigate various approaches to diminishing the dimension of edges of a graph, describe their weak and strong sides for the purpose of choosing the optimal graph dilution algorithm. The construction and analysis of the social graph will make it possible to calculate estimates of the security of users of the information system from social engineering attacks and also to analyze the trajectories of the spread of social engineering attacks.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390809","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390809","social engineering attacks;Social Graph of Employees;social engineering attacks modelling;Psychological vulnerabilities;information security;users protect","Social network services;Companies;Task analysis;Probability","graph theory;network theory (graphs);personnel;probability;security of data;social networking (online)","optimal graph dilution algorithm;user accounts;social network VKontakte;user interaction;social engineering attacks modelling;employees communications analysis;social graph compressing;transition probability;intruders influence;time-consuming task;large computational resources;users security;information system","","","14","","","","","IEEE","IEEE Conferences"
"Cyber-physical system architecture for machining production line","J. Herwan; S. Kano; R. Oleg; H. Sawada; N. Kasashima","Advanced Manufacturing Research Institute (AMRI), National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Japan; Advanced Manufacturing Research Institute (AMRI), National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Japan; Advanced Manufacturing Research Institute (AMRI), National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Japan; Advanced Manufacturing Research Institute (AMRI), National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Japan; Advanced Manufacturing Research Institute (AMRI), National Institute of Advanced Industrial Science and Technology (AIST), Tsukuba, Japan","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","387","391","Cyber-physical systems (CPS) are now applied in wide spans of areas such as transportation, infrastructure, defense, manufacturing process, etc. In this paper, architecture of cyber-physical production system (CPPS) is proposed to provide an adaptive and autonomous system in machining line. Through this CPPS, tool wear and breakage monitoring can be held, as well as surface roughness monitoring. Some preliminary examples are presented.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387689","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387689","manufacturing;machining;CPS (cyber-physical system);sensors","Tools;Monitoring;Sensors;Rough surfaces;Surface roughness;Machining;Vibrations","condition monitoring;cyber-physical systems;fracture;machine tools;machining;production engineering computing;production facilities;surface roughness;wear","tool wear;breakage monitoring;production line;cyber-physical production system;adaptive system;autonomous system;machining line;CPPS;surface roughness monitoring","","1","17","","","","","IEEE","IEEE Conferences"
"Matrix pencil method for coriolis metering with liquid/gas flow II: Experimental results","O. Ibryaeva; P. Taranenko; M. Tombs; F. Zhou; M. Henry","School of Electrical Engineering and Computer Science, South Ural State University, Chelyabinsk, Russia; School of Electrical Engineering and Computer Science, South Ural State University, Chelyabinsk, Russia; Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, UK; Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, UK; School of Electrical Engineering and Computer Science, South Ural State University, Chelyabinsk, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","434","439","Our companion conference paper describes the requirement for flexible, self-validating instrumentation to support the goals of Industrial Cyber-Physical Systems. For high-value instruments such as Coriolis Mass Flow (CMF) meters, this entails more sophisticated signal processing techniques to provide additional sources of diagnostic and measurement data, particularly in dealing with common, but difficult real-world conditions such as two-phase (gas/liquid) flow. A novel Matrix Pencil Method (MPM) was described, adapted to monitor two modes of vibration for the CMF flowtube, and its performance evaluated in simulation. In this paper, we present results from applying the MPM technique to experimental data.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390744","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390744","Industrial cyber-physical systems;measurement validation;oil and gas;Coriolis mass flow meter;.signal processing;matrix pencil method;two-phase flow","Vibrations;Frequency measurement;Transmitters;Phase measurement;Flowmeters;Oscillators","Coriolis force;flow measurement;flowmeters;matrix algebra;two-phase flow","liquid/gas flow II;flexible self-validating instrumentation;Industrial Cyber-Physical Systems;Coriolis Mass Flow meters;two-phase flow;CMF flowtube;MPM technique;Matrix Pencil Method","","","6","","","","","IEEE","IEEE Conferences"
"Robot path planning using improved rapidly-exploring random tree algorithm","D. He; H. Wang; P. Li","State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, Jilin Province, China; State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, Jilin Province, China; State Key Laboratory of Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun, Jilin Province, China","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","181","186","A rapidly-exploring random tree (RRT) is a data structure and algorithm that is designed for efficiently searching nonconvex high-dimensional spaces. RRT is constructed incrementally in a way that quickly reduces the expected distance of a randomly-chosen point to the tree. RRT is suited for path planning problems that involve obstacles and differential constraints (nonholonomic or kinodynamic). But the robot may collide with the obstacles when the classic RRT algorithm is applied. In this paper, the author proposes an improved RRT algorithm, which is called RRT-Rectangular. RRT-Rectangular is suited for path planning problems on the two-dimensional plane that involve static obstacles. RRT-Rectangular pretreat the map with the rectangular decomposition, and the map is divided into rectangular elements with different sizes. After that, all points that build the planning path are in the center of safe rectangular elements. So the robot moves only in the safe areas. The results of MATLAB simulation show that the length of planning path of RRT-Rectangular is closer to the optimal path than the classic RRT algorithm. Especially, the larger the number of obstacles, the shorter the length of the path planned by the improved RRT algorithm.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387656","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387656","rectangular decomposition;rapidly-exploring random tree;safety","Robot kinematics;Matlab;Path planning;Simulation;Planning;Aerospace electronics","data structures;mobile robots;path planning;trees (mathematics)","robot path planning;random tree algorithm;data structure;rectangular decomposition;RRT algorithm;differential constraint;static obstacle;RRT-rectangular;searching nonconvex space","","","21","","","","","IEEE","IEEE Conferences"
"An electromagnetic in-shoe energy harvester using wave springs","D. Zhu; I. Duarte-Rabelo; I. N. Ayala-Garcia; A. Somov","College of Engineering, Mathematics and Physical Sciences, University of Exeter; Technical University of Querétaro, Querétaro, Mexico; Technical University of Querétaro, Querétaro, Mexico; Skolkovo Institute of Science and Technology, Moscow, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","659","663","This paper reports an compact electromagnetic in-shoe energy harvester using wave springs. Such a device is able to generate electrical energy from footsteps during walking and running. Existing solutions for energy harvesting from footstep suffer from short lifespan or complex structures. The proposed solution uses wave springs that have the same performance compared to coil springs but within a much smaller space. Therefore, the proposed structure is simple and compact, thus can be integrated into the shoe heel. A prototype was built and tested under normal walking conditions. In the test, the peak power of 1.6 mW and an average energy of 55.6 μJ per step were recorded.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390785","energy harvesting;wave spring;electromagnetic;footstep;wearable electronics","Springs;Electromagnetics;Footwear;Force;Generators;Legged locomotion;Wearable computers","energy harvesting;gait analysis;springs (mechanical)","electrical energy;energy harvesting;wave springs;coil springs;shoe heel;electromagnetic in-shoe energy harvester;power 1.6 mW;energy 55.6 muJ","","","11","","","","","IEEE","IEEE Conferences"
"Prism signal processing for machine condition monitoring II: Experimental data and fault detection","M. Henry; V. V. Sinitsin","University of Oxford, Oxford, OX1 3PJ, UK; South Ural State University (SUSU), Chelyabinsk, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","458","463","The Internet of Things (IoT) concept, alongside wireless technologies, supports the mounting of sensors in inaccessible positions and thus provides new opportunities for machine condition monitoring. This paper outlines experimental results using Prism signal processing to track rotor angular acceleration via a Wireless Acceleration Sensor (WAS) mounted on a rotating shaft. The instantaneous frequency and amplitude of each component of the angular acceleration is tracked, with a view to providing diagnostic information. The experimental results illustrate how amplitude data can provide indications of gear faults, via further Prism signal processing.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390748","Prism signal processing;diagnostics;accelerometer;wireless acceleration sensor;rotating machinery","Gears;Power harmonic filters;Harmonic analysis;Rotors;Acceleration;Band-pass filters","accelerometers;condition monitoring;fault diagnosis;gears;Internet of Things;mechanical engineering computing;rotors (mechanical);sensors;shafts;signal processing","Prism signal processing;machine condition monitoring II;experimental data;fault detection;wireless technologies;rotor angular acceleration;amplitude data;Internet of Things;wireless acceleration sensor;rotating shaft;instantaneous frequency;gear faults;diagnostic information;accelerometer;rotating machinery","","2","13","","","","","IEEE","IEEE Conferences"
"Development of a machining monitoring and chatter suppression device","W. Lee; H. Cheng; C. Wei","Department of Mechanical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C.; Department of Mechanical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C.; Department of Mechanical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan, R.O.C.","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","404","408","A cyber-physical system that can automatically monitor the chatter of a machine tool and adjust the machining parameters to suppress the chatter is in need in the industry. For the CNC machine tools without network connection capability, to implement such a cyber-physical system is difficult. To overcome the problem, we developed a device that can be mounted on the panel of the controller of a CNC machine tool to monitor the chatter and to adjust the feed rate when the chatter occurs. A microphone was used as the sensor for the chatter detection. Preliminary results demonstrated the feasibility of the device. The device can be used on CNC machines with various controllers and can upgrade an unconnected CNC machine to become a CNC machine with cyber-physical capability.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387692","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387692","monitoring;chatter;suppression;CNC machine","","computerised monitoring;computerised numerical control;cyber-physical systems;machine tools;machining chatter;production engineering computing","machining monitoring;cyber-physical system;CNC machine tool;network connection capability;chatter suppression device;controller panel;feed rate;microphone sensor","","","7","","","","","IEEE","IEEE Conferences"
"Sustainability of cyber-physical systems in the context of targeted destructive influences","E. Pavlenko; D. Zegzhda","Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia; Peter the Great St. Petersburg, Polytechnic University, St. Petersburg, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","830","834","In this paper authors propose a new approach to security assesment for cyberphysical systems. Existing security methodology applicable to information systems is ineffective for cyberphysical systems, which consists of information and physical components. Authors formulate requirements for security assesment taking into account key characteristics of cyberphysical systems. Analysis of scientific research devoted to development of a security assessment for cyberphysical systems has demonstrated their inconsistency with the formulated requirements. Authors propose a new assessment of cyberphysical systems security in the form of cyber-sustainabilty, which ensures retention of system in a stable steady state under destructive influence. Authors also propose a computational measure for assessing cyber-sustainability, based on self-similarity assessment. As a numerical measure, the Hurst exponent was chosen. Conducted experimental tests demonstrated effectiveness of proposed approach and high sensitivity of the Hurst exponent to destructive influence on cyberphysical systems.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390814","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390814","cyber-physical systems;cybersecurity;attacks;sustainability;cyber-sustainability;targeted attacks;security","Cyber-physical systems;Process control;Sustainable development;Time series analysis;Computer security;Industries","cyber-physical systems;security of data","security assessment;cyberphysical systems security;information systems;cyber-sustainability assessment;self-similarity assessment;Hurst exponent","","","9","","","","","IEEE","IEEE Conferences"
"Sensitivity analysis on a neural network for analyzing the camber in hot rolling process","M. S. Kim; Y. J. Choi; I. S. Park; N. Kong; M. Lee; P. Park","Department of Electrical Engineering, POSTECH, Pohang, Repulic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Repulic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Repulic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Repulic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Repulic of Korea; Department of Electrical Engineering, POSTECH, Pohang, Repulic of Korea","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","212","216","Productivity and quality deterioration occur due to the camber defined by the curvature of the steel plate occurring in the hot rolling process of the steel industry. For this reason, the research on the camber phenomenon for improving and controlling the performance of the camber measurement and control algorithm has been carried out. For this reason, research into the curvature phenomenon has been performed to improve the performance of the curvature measurement and camber control algorithm. However, most of them are based on mathematical model and analyze the camber phenomenon are also based on mathematical model. Therefore, there is a problem that different environments and variables are disregarded. By modeling the camber model using machine learning based on the field data, we can know sensitivity of the factor using sensitivity analysis, the degree of input and output relation, based on trained machine learning model. This paper analyze the sensitivity between hot rolling parameter and camber. The hot rolling process was analyzed according the type of camber; top, mid, and tail.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8387661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8387661","Hot rolling process;Artificial neural network;Sensitivity analysis","Sensitivity analysis;Mathematical model;Steel;Neural networks;Slabs;Strips;Data models","hot rolling;learning (artificial intelligence);mathematical analysis;neural nets;plates (structures);quality control;sensitivity analysis;steel;steel industry","machine learning model;neural network;camber control algorithm;mathematical model;curvature measurement;camber measurement;steel industry;steel plate;quality deterioration;hot rolling process;sensitivity analysis","","","10","","","","","IEEE","IEEE Conferences"
"Prism signal processing for machine condition monitoring I: Design and simulation","M. Henry; V. V. Sinitsin","Department of Engineering Science, University of Oxford, Oxford, OX1 3PJ, UK; South Ural State University (SUSU), Chelyabinsk, Russia","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","","2018","","","452","457","An earlier study described a wireless acceleration sensor used to perform condition monitoring of rotating machinery, via off-line spectral analysis. In this paper, a new technique called Prism signal processing is applied to the same problem to provide sample-by-sample analysis of the machine rotation. The Prism has low design cost and low computational cost, and so is particularly suited to the flexible signal processing requirements for the Internet of Things. This paper provides an overview of the sensor and its experimental rig as well as the Prism-based signal processing scheme used to track the key components for diagnostic monitoring. The validity of the signal processing scheme is demonstrate via a simulation.","","978-1-5386-6531-2978-1-5386-6530-5978-1-5386-6532","10.1109/ICPHYS.2018.8390747","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390747","Prism signal processing;diagnostics;accelerometer;wireless acceleration sensor;rotating machinery","Rotors;Power harmonic filters;Harmonic analysis;Acceleration;Frequency measurement;Finite impulse response filters","condition monitoring;machinery;signal processing;spectral analysis","Prism signal processing;machine condition monitoring;machine rotation;diagnostic monitoring;flexible signal processing","","3","13","","","","","IEEE","IEEE Conferences"
