Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,,,,,
Real-Time Tracing Of A Weld Line Using Artificial Neural Networks,S. H. Rao; V. Kalaichelvi; R. Karthikeyan,"Department of Electrical and Electronics Engineering, BITS Pilani, Dubai Campus, Dubai, UAE; Department of Electrical and Electronics Engineering, BITS Pilani, Dubai Campus, Dubai, UAE; Department of Mechanical Engineering, BITS Pilani, Dubai Campus, Dubai, UAE",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,275,280,"Robotic Manipulators are becoming increasingly popular nowadays with applications in almost every industry and production line. It is difficult but essential to create a common algorithm for the different types of manipulators present in todays market so that automation can be achieved at a faster rate. This paper aims to present a real time implementation of a method to control a Tal Brabo! Robotic manipulator to move along a given weld line in order to be utilized in factories for increasing production capacity and decreasing production time. The controller used here is provided by Trio, whose ActiveX component is interfaced to MATLAB. Images were captured to identify weld lines in every possible alignment to find points of interest and the neural network was trained in order to follow a given weld line once the work-piece was placed on the work-table.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466525,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466525,Robot;ANN;Welding;Image Processing,Welding;Manipulators;Biological neural networks;Image processing;Matlab,industrial manipulators;neurocontrollers;robot vision;welding,weld line;production time;Tal Brabo robotic manipulator;MATLAB;ActiveX component;common algorithm;production line;artificial neural networks;production capacity,,,15,,,,,IEEE,IEEE Conferences,,,,,,
Emotion Recognition in Elderly Based on SpO2and Pulse Rate Signals Using Support Vector Machine,L. Hakim; A. D. Wibawa; E. Septiana Pane; M. H. Purnomo,"Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia; Department of Electrical Engineering, Institut Teknologi Sepuluh Nopember, Surabaya, Indonesia",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,474,479,"Emotion recognition based on physiological signal has become an important issue among researchers nowadays. It is because many studies have proven that emotion condition, especially in elderly, has influenced the physical condition significantly. Nevertheless, there are still few studies which discuss and explores emotion recognition based on SpO<sub>2</sub>and Pulse Rate Signals. This paper proposed emotion recognition of three basic emotions of elders, such as happy, sad and angry based on those physiological signals. Window size segmentation that was used to extract both physiological signals was 15 second. Then, statistical feature extraction method was used to obtain the features of SpO<sub>2</sub>and Pulse Rate (PR). Support Vector Machine (SVM) with selecting the best of C and γ parameters and the most optimal K parameters of k-Nearest Neighbors (k-NN) method were used to classify the extracted features which were tested in several scenarios: classification using SpO<sub>2</sub>, using PR and using SpO<sub>2</sub>-PR features. The result showed that SVM achieved the best accuracy (72.86%) and precision (71.30%) compared to k-NN. Furthermore, combining the features of both physiological signals could improve the accuracy and precision scores more than 3.70% compared to the single physiological signal. This result provides information of emotion recognition in term of SpO<sub>2</sub>and PR signals which can be better detected by combining the features of both physiological signals. Moreover, the optimal C and γ parameters of SVM and K-value of k-NN can be implemented to achieve better classification result.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466489,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466489,Human emotion recognition;Classification of an affective physiological signal;Pulse oximetry sensor;k-Nearest Neighbors;Video stimulation effect,Feature extraction;Biomedical monitoring;Emotion recognition;Support vector machines;Kernel;Senior citizens;Physiology,emotion recognition;feature extraction;support vector machines,emotion recognition;Pulse Rate Signals;support Vector Machine;emotion condition;statistical feature extraction method;Support Vector Machine;physiological signal;time 15.0 s,,,18,,,,,IEEE,IEEE Conferences,,,,,,
Design of Polymorphic Real-Time Computational Model for UAV Application,M. Luo; L. Li; B. Wang; K. Zhang,"Computer Lab Research Inst. Of Hi-Tech, Xi’an, China; Computer Lab Research Inst. Of Hi-Tech, Xi’an, China; Computer Lab Research Inst. Of Hi-Tech, Xi’an, China; School of Computer, Northwest Polytechnical University, Xi’an, China",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,841,845,"According to the requirements of informational weapon equipment, the application of polymorphic real-time computation technology in complex embedded system is studied in this paper. The polymorphic real-time computation model for unmanned aerial vehicle(UAV) is designed and verified from the aspects of modal management and polymorphic tasks. The simulation results show that the proposed model can provide modal decision and ensure its real-time calculation to adapt the demand change of UAV system.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466421,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466421,unmanned aerial vehicle;polymorphic real-time computation;modal management;polymorphic tasks,Task analysis;Real-time systems;Computational modeling;Computer architecture;Unmanned aerial vehicles;Adaptation models;Target tracking,autonomous aerial vehicles;embedded systems,UAV system;polymorphic real-time computational model;UAV application;informational weapon equipment;complex embedded system;polymorphic tasks;unmanned aerial vehicle;modal management aspect,,,13,,,,,IEEE,IEEE Conferences,,,,,,
A Framework for CPS Modeling and Verification Based on dL,Y. Zhou; X. Gong; B. Li; M. Zhu,"School of Computer Science and Engineering, Southeast University, Nanjing, 211189, China; School of Computer Science and Engineering, Southeast University, Nanjing, 211189, China; School of Computer Science and Engineering, Southeast University, Nanjing, 211189, China; School of Computer Science and Engineering, Southeast University, Nanjing, 211189, China",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,173,179,"With the development of sensor network and embedded system, CPS integrating computation, communication and control is becoming the focus of attention gradually. Obvious problems have emerged when CPS applying to various industries. It is crucial that the designed CPS can work as expect. A growing number of researchers are concerned about the property verification of CPS since verification technique has played a key role in improving the security and reliability of systems. It is a commonly used method that transforming generic model to formal model for verification. A formal method of theorem proving has well applied to verify CPS based on differential dynamic logic which operating model named Hybrid Program proposed by A. Platzer. This paper introduced HybridUML to model CPS, presented a method based on model transformation which mapped from HybridUML to Hybrid Program, and verified a case study with the resulting model finally.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466460,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466460,CPS;differential dynamic logic;HybridUML;model transformation;verification,Unified modeling language;Computational modeling;Semantics;Mathematical model;Calculus;Transforms;Connectors,embedded systems;formal specification;program verification;theorem proving;Unified Modeling Language,CPS modeling;sensor network;embedded system;CPS integrating computation;communication;property verification;verification technique;security;generic model;formal model;formal method;model transformation;HybridUML;hybrid program;differential dynamic logic,,,16,,,,,IEEE,IEEE Conferences,,,,,,
Verifying CPS for Self-Adaptability,Y. Zhou; X. Gong; J. Li; B. Li,"School of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer Science and Engineering, Southeast University, Nanjing, China",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,166,172,"CPS (Cyber-Physical Systems) are physical and engineered systems featuring a tight combination of computation and physical processes by communication networks. CPS are mainly applied in some critical domains, so it is very essential to ensure the correctness of CPS. As a very important method for verifying system correctness, formal verification has been successfully applied in the verification of CPS; however, the high theoretical level of formal modeling techniques in formal verification and the lack of generality of formal models make it difficult to integrate formal verification with enterprise standard system development process. In this paper, we model CPS by HybridUML, an extension of UML which is now the de facto standard modeling language in system development practice, and then transform HybridUML model into the input language of theorem prover KeYmaera-QHP(Quantified Hybrid Program), and finally verify the QHP code with KeYmaera. When transforming a HybridUML model, we define the metamodels of HybridUML and QHP, and then find the association between them based on semantic consisteency, and finally define transformation rules using ATL (ATLAS Transformation Language) and template based code generation method to achieve transformation.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466527,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466527,CPS;Formal Verification;HybridUML;QHP;MetaModel;Model Transformation,Unified modeling language;Semantics;Formal verification;Standards;Transforms;Context modeling;Computational modeling,cyber-physical systems;formal specification;formal verification;program compilers;theorem proving;Unified Modeling Language,Cyber-Physical Systems;physical processes;system correctness;formal verification;formal modeling techniques;enterprise standard system development process;model CPS;standard modeling language;system development practice;HybridUML model;prover KeYmaera-QHP;Quantified Hybrid Program;ATL;ATLAS Transformation Language;template based code generation method,,,16,,,,,IEEE,IEEE Conferences,,,,,,
Skin Lesion Segmentation Using Multiple Density Clustering Algorithm MDCUT And Region Growing,S. Louhichi; M. Gzara; H. B. Abdallah,"MIRACL: Multimedia InforRmation systems and Advanced Computing Laboratory, Sfax, Tunisia; High School of Computer Science and Mathematics at the University of Monastir, Monastir, Tunisia; King Abdulaziz University, Jeddah, KSA",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,74,79,"Skin lesion segmentation is a key step in a diagnosis system based on dermoscopic images. This paper proposes a method to detect the skin lesion accurately. The images are first cleansed to remove noise. Then, pertinent features are extracted from RGB, HSV and XYZ color spaces. Cluster analysis is used for segmentation. We take advantage of the multiple density clustering algorithm MDCUT [1] to solve the problem of image segmentation using region growing. We demonstrate how MDCUT algorithm is used to automatically determine the needed parameters for region growing image segmentation. Experiments on medical skin lesion image and comparison with the ground truth segmentation results demonstrate the validity of our method.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466531,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466531,density based clustering;MDCUT;segmentation;skin lesion;dermoscopic images;region growing,Image segmentation;Clustering algorithms;Lesions;Image color analysis;Skin;Feature extraction;Shape,feature extraction;image colour analysis;image segmentation;medical image processing;pattern clustering;skin,medical skin lesion image segmentation;XYZ color spaces;HSV color spaces;RGB color spaces;region growing image segmentation;MDCUT algorithm;dermoscopic images;multiple density clustering algorithm MDCUT,,1,16,,,,,IEEE,IEEE Conferences,,,,,,
Coherence based Dual Microphone Source Separation in Low SNR Noisy Environments,X. Chen; N. Saleem; M. Irfan; K. Rabbani,"Key Lab of Intenetof Things, Xiamen University of Technology, China Fujian, China; Deptment of Electrical Engineering, Gomal University, D.I.Khan, Pakistan; Deptment of Electrical Engineering, University of Engineering & Technology, Kohat, Pakistan; Deptment of Electrical Engineering, Gomal University, D.I.Khan, Pakistan",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,865,869,"A coherence function based dual-microphone source separation method in the adverse noisy environments is presented in this paper. The method is based on the coherence between the clean speech and noise signal for the noise reduction. The technique is applied to closely spaced microphones array and assumed that noise signals are captured by microphones are highly correlated. The presented technique is straightforward to realize and does not need any noise statistics estimation. The technique is evaluated in terms of the speech intelligibility, perceptual quality, segmental SNR (SNRSeg), speech distortion and residual noise objective measures. The experimental results indicate improved gains in perceptual quality, and speech intelligibility comparative to the noisy speech. Moreover, the presented technique yielded substantial improvements in terms of the SNRSeg, speech distortion and residual noise, respectively in low SNR (-5 and -10 dB) noisy environments than noisy speech. The time-varying spectral and time-domain waveform analysis indicated a low residual noise and less speech distortion in the spectrums of speech processed by the coherence based source separation technique.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466495,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466495,Coherence Function;dual-microphone source separation;speech intelligibility;speech quality;speech distortion;residual noise,Noise measurement;Microphones;Signal to noise ratio;Source separation;Coherence;Speech enhancement;Distortion measurement,acoustic signal processing;microphone arrays;signal denoising;source separation;speech intelligibility;speech processing;statistical analysis;time-domain analysis,coherence based source separation technique;low residual noise;time-domain waveform analysis;noisy speech;residual noise objective measures;speech distortion;perceptual quality;speech intelligibility;noise statistics estimation;noise signals;closely spaced microphones array;noise reduction;noise signal;clean speech;adverse noisy environments;dual-microphone source separation method;coherence function;low SNR noisy environments,,,23,,,,,IEEE,IEEE Conferences,,,,,,
Traffic Adaptive Hybrid MAC with QoS Driven Energy Efficiency for WSNs Through Joint Dynamic Scheduling Mode,J. A. Haqbeen; T. Ito; M. Arifuzzaman; T. Otsuka,"Department of Computer Science and Engineering, Nagoya Institute of Technology Gokiso, Showa-ku, Nagoya, 466-8555, Japan; Department of Computer Science and Engineering, Nagoya Institute of Technology Gokiso, Showa-ku, Nagoya, 466-8555, Japan; Department of Electronics & Communication Engineering, East West University Aftabnagar, Dhaka, 1212, Bangladesh; Department of Computer Science and Engineering, Nagoya Institute of Technology Gokiso, Showa-ku, Nagoya, 466-8555, Japan",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,3,9,"This paper proposes a joint TDMA and CSMA-based traffic Adaptive Intelligent Hybrid Medium Access Control protocol (AI-HMAC) for low-power duty cycle Wireless Sensor Networks (WSNs). The objective of AI-HMAC is to modify the link scheduling and leveraging contention windows mechanism of IH-MAC and smooth the coordination among them by avoiding delay and to efficiently achieve energy consumption. Accordingly, AI-HMAC reintroduces the idea to combines the functionalities of CSMA, TDMA, broadcast scheduling and link scheduling in order to improve throughput and energy efficiency of protocol. It can operate under wide range of data traffic and choosing send/receive mechanism technique according to packet rate and loss with extending energy minimization techniques and bringing down energy consumption. Another advantage of AI-HMAC is to regulating initial contention window according flowing traffic asking rate between nodes in order to achieve high channel utilization under high traffic load without any energy compromising and to minimize certain delay probability that may cause with data collision. AI-HMAC doing this task through applying prioritized back-off scheme to make efficient time adaptive for node idle listening period during Back-off process. It adjusts contention for adapting traffic load with suitable duty cycle length in order to increase energy efficiency. And by leveraging and exploiting the concept of parallel transmission to minimize energy consumption during communication. The mathematical analytical expression of our protocol are presented to compute the energy consumption efficiency and the simulation showing how AI-HMAC efficiently manages compare evaluated protocols in terms of network life, energy consumption and latency.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466423,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466423,MAC;Energy Efficiency;Throughput;Quality of Service;Packet Delivery;WSNs,Sensors;Energy consumption;Energy efficiency;Wireless sensor networks;Media Access Protocol;Radio communication,,,,,21,,,,,IEEE,IEEE Conferences,,,,,,
Reverse-Learning Particle Swarm Optimization Algorithm Based on Niching Technology,H. Dong; H. Zhang; S. Han; X. Li; X. Wang,"Computer Science and Technology College, Harbin Engineering University, Harbin, China; Computer Science and Technology College, Harbin Engineering University, Harbin, China; Computer Science and Technology College, Harbin Engineering University, Harbin, China; Computer Science and Technology College, Harbin Engineering University, Harbin, China; Computer Science and Technology College, Harbin Engineering University, Harbin, China",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,405,410,"To solve the precocious and convergence problem, a reverse-learning particle swarm optimization algorithm based on niching technology (NRPSO) was proposed. The algorithm not only retains the historically optimal position of each particle, but also retains the historically worst position of the particle. When the particle has been trapped into a local optimum, the reverse-learning mechanism is adopted. Niche is generated through fuzzy clustering. The simulated annealing method is used inside the niches to guide excellent particles for local mining and learning. The reverse-learning mechanism is adopted between the niches and the particles are guided by the niche territory with low average of fitness to jump out of the local optimum. The experiment results on a set of benchmark functions with different dimensions show that the optimization performance, search efficiency and convergence speed of NRPSO algorithm are much better than other modified PSO algorithm.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466391,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466391,fuzzy clustering;niche strategy;reverse-learning;simulated annealing,Particle swarm optimization;Sociology;Statistics;Convergence;Clustering algorithms;Optimization;Standards,data mining;learning (artificial intelligence);particle swarm optimisation;search problems;simulated annealing,reverse-learning particle swarm optimization algorithm;niching technology;historically optimal position;reverse-learning mechanism;excellent particles;local mining;niche territory;NRPSO;fuzzy clustering;local optimum;search efficiency;convergence speed,,,11,,,,,IEEE,IEEE Conferences,,,,,,
Identifying Flood Prone Regions in Bangladesh by Clustering,K. K. Raihana; S. M. K. Rishad; T. Sadia; S. Ahmed; M. S. Alam; R. M. Rahman,"Department of Electrical and Computer Engineering, North South University, Bashundhara, Bangladesh; Department of Electrical and Computer Engineering, North South University, Bashundhara, Bangladesh; Department of Electrical and Computer Engineering, North South University, Bashundhara, Bangladesh; Department of Electrical and Computer Engineering, North South University, Bashundhara, Bangladesh; Department of Electrical and Computer Engineering, North South University, Bashundhara, Bangladesh; Department of Electrical and Computer Engineering, North South University, Bashundhara, Bangladesh",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,556,561,"Bangladesh suffers more for being susceptible to flood driven loses than relishing the natural advantages of being a riverine country. It is crucial for flood management department to identify the severity of flood and the factors behind it. Though three main contributors to flood occurrences are the Brahmaputra, Ganges and Meghna river basins, there are several factors such as rainfall, location, elevation and many more that also has prominent influences in causing flood in different regions of Bangladesh. This paper intends to identify the flood condition of different regions of Bangladesh by implementing different clustering techniques such as K-means, Expectation Maximization and Agglomerative Hierarchical clustering algorithm. This paper aims not only to analyze the factors that lead to flood condition but also observe the effectiveness of applying the chosen clustering methods for further analysis.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466533,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466533,flood;k-means;clustering;flood condition;river situation;rainfall situation;centroids;precision;WEKA,Floods;Clustering algorithms;Rivers;Clustering methods;Machine learning algorithms;Meteorology;Meters,floods;pattern clustering;rain;rivers,"Brahmaputra, Ganges and Meghna river basins;Expectation Maximization;flood prone regions;clustering techniques;riverine country;Agglomerative Hierarchical clustering algorithm;flood condition;Bangladesh;flood occurrences;flood management department",,,23,,,,,IEEE,IEEE Conferences,,,,,,
Research on Song Sentiment Binary Classification Based on Chinese Lyrics,X. Wu; Y. Cao,"School of Computer Science Communication, University of China, Beijing, China; School of Computer Science Communication, University of China, Beijing, China",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,361,366,"For the problem of song sentiment classification based on Chinese lyrics, there are two methods that have been widely used at present: a sentiment dictionary based method and a machine learning based method, respectively. The former's sentiment dictionary is difficult to expand, while the latter may cause ""dimension disaster"" when generating feature vectors. This paper proposes a song sentiment classification method that combines the advantages of these two ideas. This method obtains the positive and negative tendency values by the process of word segmentation and weight calculation based on sentiment dictionary and use them as feature vectors. Then use Logistic Regression algorithm to carry binary classification of Chinese songs. Through analysis of experimental results, it can be seen that the method used in this paper can achieve a higher accuracy in song sentiment classification.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466497,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466497,song sentiment classification;Logistic Regression algorithm;Chinese lyrics,Dictionaries;Machine learning;Logistics;Feature extraction;Classification algorithms;Training;Text categorization,dictionaries;learning (artificial intelligence);music;natural language processing;pattern classification;regression analysis;sentiment analysis,song sentiment binary classification;chinese lyrics;sentiment dictionary based method;generating feature vectors;song sentiment classification method;Chinese songs;dimension disaster;word segmentation;logistic regression algorithm,,,12,,,,,IEEE,IEEE Conferences,,,,,,
Autoencoder based Features Extraction for Automatic Classification of Earthquakes and Explosions,O. M. Saad; K. Inoue; A. Shalaby; L. Sarny; M. S. Sayed,"E-JUST University, Egypt; Kyushu University, Japan; Benha University, Egypt; NRIAG, Egypt; E-JUST University, Egypt Zagazig University, Egypt",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,445,450,"Monitoring illegal explosions is mandatory for the safety of human life, environment, and protect the important buildings such as High-dam in Egypt. This kind of monitoring can be accomplished by detecting and identifying the explosions. If an illegal explosion happens such as quarry blast, an alarm should be reported to the government to take immediate action. However, the main problem is that many measured signals from received explosions are similar to earthquakes in their shape and both cannot differentiate from each other. Also, incorrect classification possibly will distort the real seismicity nature of the region. This problem motivates us to search for unique discriminating features to distinguish between earthquakes and explosions with precise accuracy. Therefore, in this paper, we propose to extract the discriminative features based on Autoencoder from the first few seconds after the P-wave arrival time of the event. The discriminative features are found to be in the first 60 samples after the arrival time of P-wave. Thus the first stage of the proposed algorithm is extracting the discriminative features via the Autoencoder. Then, softmax classifies the event based on these extracted features. The proposed algorithm achieves a classification accuracy of 98.55% when applied to 900 earthquakes and quarry blasts waveforms recorded by Egyptian National Seismic Network (ENSN).",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466464,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466464,Earthquakes;Explosions;Deep Learning;Autoencoder;Automatic Classification,,earthquakes;feature extraction;geophysical image processing;image classification;seismic waves;seismology,feature extraction;autoencoder;received explosions;immediate action;quarry blast;illegal explosion;human life;automatic classification;quarry blasts waveforms;P-wave arrival time;discriminative features;earthquakes;unique discriminating features,,1,19,,,,,IEEE,IEEE Conferences,,,,,,
A Learning-Based Bug Predicition Method for Object-Oriented Systems,F. Aktaş; F. Buzluca,"MGEO Department, ASELSAN Inc., Ankara, Turkey; Computer Engineering Department, Istanbul Technical University, Istanbul, Turkey",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,217,223,"Because of the increase in size and complexity of todays advanced software systems; the number of structural defective software classes in projects also increases, when necessary precautions are not taken. In this study, we purpose a machine-learning-based approach to detect defective classes, which generate most of the errors in the tests. Our objective is helping software developers and testers to predict error-prone classes, eliminate design defects and reduce testing costs. In learning-based methods, the dataset that is used for training the model, strongly affects the accuracy of the detection system. Therefore, we focus on steps of constructing the proper dataset using different metrics collected from existing software projects. First, we consider the rate of errors generated by a class to label it as ""Clean"" or ""Buggy"". Secondly, we use CFS (Correlation-based Feature Selection) and the PCA (Principal Component Analysis) methods to obtain the most appropriate subset of metrics. This feature selection process increases the understandability and the detection performance of the model. Lastly, we apply the Random Forest classification method to determine error-prone classes. We evaluated our approach using five different datasets that include data collected from various open-source Eclipse subprojects. The results show that our approach is successful in building learning-based models for detecting error-prone classes. However, we also observed that different models should be created for different software systems, because each project has its own character.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466535,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466535,software defect detection;bug prediction;software quality;machine learning,Measurement;Computer bugs;Forestry;Feature extraction;Principal component analysis;Software systems,learning (artificial intelligence);object-oriented methods;principal component analysis;program debugging;public domain software;software metrics,advanced software systems;learning-based models;Random Forest classification method;detection performance;PCA methods;Correlation-based Feature Selection;software projects;detection system;learning-based methods;testing costs;design defects;error-prone classes;testers;software developers;defective classes;machine-learning-based approach;structural defective software classes;object-oriented systems;learning-based bug predicition method,,,20,,,,,IEEE,IEEE Conferences,,,,,,
Fake Accounts Detection on Twitter Using Blacklist,M. M. Swe; N. Nyein Myo,"Web Data Mining Lab, University of Computer Studies, Mandalay, Mandalay, Myanmar; Faculty of Information Science, University of Computer Studies, Mandalay, Mandalay, Myanmar",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,562,566,"Social networking sites such as Twitter, Facebook, Weibo etc. are extremely mainstream today. Also, the greater part of the malicious users utilize these sites to persuade legitimate users for different purposes, for example, to promote their products item, to enter their spam links, to stigmatize other persons and so forth. An ever increasing number of users are utilized these social networking sites and fake accounts on these destinations are turned into a major issue. In this paper, fake accounts are detected using blacklist instead of traditional spam words list. Blacklist is created by using topic modeling approach and keyword extraction approach. We conduct an evaluation experiment with not only 1KS - 10KN dataset but also Social Honeypot dataset. The accuracy of the traditional spam words list based approach and our blacklist based approach are compared. Decorate, a meta-learner classifier is applied for classifying fake accounts on Twitter from legitimate accounts. Our approach achieves 95.4% accuracy and true positive rate is 0.95.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466499,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466499,topic modeling approach;keyword extraction approach;Decorate,Feature extraction;Twitter;Blacklisting;Training;Support vector machines;Standards,pattern classification;security of data;social networking (online);unsolicited e-mail,keyword extraction approach;1KS - 10KN dataset;Social Honeypot dataset;traditional spam words list;blacklist based approach;Twitter;legitimate accounts;fake accounts detection;social networking sites;malicious users;legitimate users;products item;spam links;topic modeling approach;meta-learner classifier;Facebook;Weibo,,,15,,,,,IEEE,IEEE Conferences,,,,,,
Robotic Vision Inspection of Complex Joints for Automatic Welding,W. Chen; W. Xiong; J. Cheng; Y. Gu; Y. Li,"Agency for Science, Technology and Research, Institute for Infocomm Research, Singapore; Agency for Science, Technology and Research, Institute for Infocomm Research, Singapore; Agency for Science, Technology and Research, Institute for Infocomm Research, Singapore; Agency for Science, Technology and Research, Institute for Infocomm Research, Singapore; Agency for Science, Technology and Research, Institute for Infocomm Research, Singapore",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,246,251,"Automatic welding of complex joints relies on scanning and inspection of the actual joint geometry, which is important for welding path planning and welding parameter setting. A robotic vision inspection system is presented in this paper to assess the geometry of complex joints before welding. The system can scan the joint with high accuracy and high resolutions via accurate system calibration and fast data synchronization. The scanned joint geometry is inspected to assess the quality of critical dimensions. Critical features are extracted for path planning, and the joint surface is segmented into different regions for assigning different welding parameters. Experimental results based on straight-joint and Y-joint are presented to show how the proposed system works.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466431,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466431,Robotic vision;geometry inspection;complex joints,Welding;Robot sensing systems;Manipulators;Inspection;Robot kinematics,automatic optical inspection;inspection;path planning;production engineering computing;robot vision;robotic welding,automatic welding;welding parameter setting;robotic vision inspection system;accurate system calibration;complex joints geometry;path planning;fast data synchronization;Y-joint;quality assessment,,1,10,,,,,IEEE,IEEE Conferences,,,,,,
Segmentation of Heterogeneous Documents into Homogeneous Components using Morphological Operations,N. H. Barna; T. Islam Erana; S. Ahmed; H. Heickal,"Department of Computer Science and Engineering, University of Dhaka, Bangladesh; Department of Computer Science and Engineering, University of Dhaka, Bangladesh; Department of Computer Science and Engineering, University of Dhaka, Bangladesh; Department of Computer Science and Engineering, University of Dhaka, Bangladesh",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),,2018,,,513,518,"The research on document layout analysis has been widespread over a large arena recently and is craving for more efficiency day by day. Document segmentation is an important preprocessing step before analyzing the layouts. This paper presents a language-independent document segmentation system that segments a heterogeneous printed document into homogeneous components like halftones and graphics, texts and tables including its individual cells. From an input document page homogeneous components are segmented in three steps with three separate modules, which are- extraction of halftone images, extraction of tables and segmentation of text blocks. These modules altogether build the whole page segmentation system which takes an input image of heterogeneous document page and produces an output with explicitly indicated homogeneous segments with colored bounding boxes. The modules use morphological operations to detect the components. To improve the performance of image segmentation Residual Image Fragments Retrieval (RIFR) is proposed. The paper also proposes Text Extraction from Table Cells (TETC). Combining RIFR and TETC together we get an overall accuracy of 93%. Table and cell detection have a higher accuracy of 96% whereas image and texts have around 90% accuracy.",,978-1-5386-5892-5978-1-5386-5893,10.1109/ICIS.2018.8466395,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466395,Document Segmentation;Morphological Operation;Text Extraction;Table Extraction;Image Extraction;Language Independent Page Segmentation System,Image segmentation;Optical character recognition software;Morphological operations;Feature extraction;Particle separators;Image resolution;Computer science,document image processing;feature extraction;image segmentation;information retrieval;text analysis,heterogeneous documents;morphological operations;document layout analysis;important preprocessing step;language-independent document segmentation system;heterogeneous printed document;input document page homogeneous components;separate modules;halftone images;text blocks;page segmentation system;input image;heterogeneous document page;explicitly indicated homogeneous segments;image segmentation Residual Image Fragments Retrieval;cell detection;text extraction;table cells,,,9,,,,,IEEE,IEEE Conferences,,,,,,
